35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531
114.12,99.51,80.61,50.64,61.83,30.59,31.38,2.7,26.34,21.21,22.94,6.88,14.64,13.85,9.66,0.93,10.75,12.48,0.97,17.54,19.82,16.8,0,0,Pep475,ErbB2-pY1023,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
8.76,5.02,15.03,13.96,15.24,8.11,11.18,11.1,2.48,4.61,9.17,17.07,12.58,-0.89,-0.08,9.66,7.16,9.49,16.73,12.35,19.29,10.89,0,0,Pep475,ErbB2-pY1023,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
13.97,108.76,-23.23,106.2,-21.54,90.86,-12.24,66.78,-14.76,46.23,-2.77,25.7,-6.38,33.49,-52.15,26.68,0.31,30.98,-5.73,25.69,0.23,22.68,0,0,Pep475,ErbB2-pY1023,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
17.83,82.55,15.52,47.31,-5.74,32.56,-0.51,11.59,2.41,-1.11,-8.28,16.6,2.68,-4.45,-2.82,-0.7,-0.02,8.42,0.17,-5.85,-2.97,0.3,0,0,Pep475,ErbB2-pY1023,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
41.66,54.43,35.22,42.25,34.11,31.49,46.54,46.32,36.42,46.6,26.75,36.71,32.31,46.14,30.91,46.16,44.79,46.12,28.6,48.74,33.79,47.94,0,0,Pep475,ErbB2-pY1023,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
56.91,20.47,41.33,28.87,28.81,12.22,39.58,25.03,44.81,17.03,42.5,24.8,41.84,30.11,28.49,9.92,42.54,22.05,37.83,14.52,49.47,10.52,0,0,Pep475,ErbB2-pY1023,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
26.67,23.17,-2.2,2.87,11.43,4.09,10.91,-2.44,8.94,2.87,-1.99,0.22,4.48,-1.93,16.26,-17.93,-1.6,-0.83,3.21,2.99,0.31,-3.3,0,0,Pep475,ErbB2-pY1023,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
-4.12,24.09,-16.08,17.05,3.48,5.02,-24.87,7.04,3.03,-5.28,2.33,-8.24,2.68,-0.8,-44.01,-24.75,-14.86,-11.21,3.18,1.68,8.22,-11.14,0,0,Pep475,ErbB2-pY1023,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
93.11,41.66,56.69,24.67,49.04,14.7,22.78,-3.8,7.26,-12.49,6.7,-5.57,8.82,-19.27,11.18,-1.11,4.48,-8.41,-0.43,1.13,2.07,-18.12,0,0,Pep475,ErbB2-pY1023,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-5.11,112.35,11.88,100.35,7.86,81.46,4.24,81.73,5.35,54.34,-5.94,25.74,10.54,30.08,6.3,6.12,2.18,17.62,-6.07,8.15,-3.16,15.83,0,0,Pep475,ErbB2-pY1023,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.22,-4.03,-4.96,-3.57,-5.41,-14.98,-16.2,-22.44,-10.25,-26.54,-8.91,-32.19,-11.72,-31.67,-14.02,-31.54,-7.51,-30.75,-3.49,-24.84,-0.47,-31.14,0,0,Pep481,ErbB2-pY1222,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
16.13,-16.98,-2.12,-31.83,-7.99,-31.2,-5.71,-34.84,0.16,-31.64,-7.45,-31.31,-7.46,-34.94,-3.77,-31.74,-5.21,-25.54,-0.75,-29.3,-1.17,-27.26,0,0,Pep481,ErbB2-pY1222,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
71.59,8.01,55.88,-0.42,33.33,-7.25,21.97,-3.11,8.98,-5.02,-8.19,-9.68,-0.65,-5.33,-0.86,-12.09,-8.93,-6.17,-8.57,-4.1,-1.2,1.47,0,0,Pep481,ErbB2-pY1222,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
3.27,51.14,-3.72,23.9,-11.33,5.29,-8.57,-1.87,-7.11,-1.99,-10.21,-0.77,-7.23,-13,-6.11,-9.51,-3.47,-14.07,-5.95,-8.4,0.01,-6.54,0,0,Pep481,ErbB2-pY1222,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
26.83,84.85,4.2,64.55,-0.58,37.45,-1.42,19.03,-2.26,8.58,-3.78,-6.51,0.65,-10.94,-1.47,-17.07,0.25,-10.59,-2.3,-17.42,2.96,-15,0,0,Pep481,ErbB2-pY1222,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
16.65,5.41,-10.03,-1.62,-5.78,-1.16,-2.12,-3.2,-8.28,-7.14,-1.41,-3.86,-11.35,-8.35,-8.35,-5.72,-5.93,-3.95,-4.69,2.45,-0.64,-2.88,0,0,Pep481,ErbB2-pY1222,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
34.17,32.31,16.05,12.84,-0.28,0.27,-4.03,-8.83,-2.73,-7.11,-9.16,-6.08,-11.3,-8.51,-3.82,-13.34,-2.27,-7.33,-6.22,-7.81,-4.47,-13.15,0,0,Pep481,ErbB2-pY1222,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
11.17,-3.67,-0.94,-3.1,-4.34,-8.72,-3.83,-7.4,-3.25,-7.9,-9.33,-10.29,-8.33,-8.21,-6.27,-3.98,-5.06,-4.35,-4.69,-5.29,-5.39,2.44,0,0,Pep481,ErbB2-pY1222,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
28.67,82.76,16.93,56.91,5.18,45.71,13.13,25.07,4.24,16.54,10.02,7.42,9.91,3.81,1.65,4.5,7.61,5.39,13.79,9.29,11.15,8.75,0,0,Pep481,ErbB2-pY1222,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
121.69,76.26,88.7,53.93,69.97,34.64,49.1,13.5,39.35,11.12,16.17,-4.55,8.81,-6.68,-0.13,-1.61,8.11,-1.28,4.86,-5.14,4.71,-7.69,0,0,Pep481,ErbB2-pY1222,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
55.62,42.71,41.74,42.04,38.32,37.75,37.07,40.46,36.74,36.45,32.85,34.96,36.83,37.22,36.7,40.08,37.29,37.33,30.66,43.52,39.13,36.93,0,0,Pep481,ErbB2-pY1222,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
23.85,12.81,9.55,17.86,7.21,12.24,8.89,15.22,9.39,15.08,7.79,11.7,6.37,15.58,11.17,13.4,10.66,16.5,7.64,16.4,14.25,17.26,0,0,Pep481,ErbB2-pY1222,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
6.27,36.88,-2.4,10.36,-11.17,5.74,-1.12,-0.37,-2.39,-1.65,-8.45,-3.49,-4.06,-1.65,-0.42,-5.89,-1.47,-4.47,-3.69,-10.83,-8.2,-7.36,0,0,Pep481,ErbB2-pY1222,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
9.29,26.86,-6.59,7.95,-2.68,4.8,-6.04,-3.28,-0.23,-5.91,-1.69,-6.86,2.82,-4.18,-4.4,-6.52,3.34,-9.08,-1.28,-9.49,-1.09,-9.54,0,0,Pep481,ErbB2-pY1222,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
60.46,15.61,43.46,3.48,22.45,0.76,6.15,-0.81,9.3,0.35,0.36,-7.34,-6.9,-5.5,-7.06,-3.3,0.94,-8.97,-3.63,-4.58,-2.92,-8.94,0,0,Pep481,ErbB2-pY1222,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
6.63,84.85,-7.54,70.2,-9.27,56.53,-13.11,31.18,-6.82,19.6,-9.5,4.25,-12.44,-1.94,-2.48,-7.13,-6.64,-4.14,0.5,-7.55,-2.05,-9.85,0,0,Pep481,ErbB2-pY1222,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.79,43.15,6.94,34.98,-0.04,20.37,-7.86,5.28,-5.12,2.98,0.2,-1.54,-5.51,-2.95,-1.84,-10.8,-0.45,1.93,-1.87,0.78,5,0,0,0,Pep481,ErbB2-pY1222,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
13.56,1.34,-8.57,-2.7,-4.35,-2.1,-10.07,-9.65,-9.75,-3.72,-11.81,-7.67,-12.09,-7.92,-10.99,-11.1,-9.1,-6.39,-5.14,-1.74,-2.03,1.84,0,0,Pep481,ErbB2-pY1222,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
95.67,17.64,75.43,7.79,44.91,3.31,23.94,10.49,14.16,7.69,2.04,4.92,-1.66,4.55,3.24,1.09,0.62,3.38,0.65,5.63,7.3,10.98,0,0,Pep481,ErbB2-pY1222,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
6.13,65.07,-4.39,33.57,-3.9,18.36,-0.68,7.24,-0.32,-1.96,-8.83,-3.07,-0.94,-5.98,0.9,-3.56,-6.06,-0.39,-1.46,-3.3,-1.47,-3.79,0,0,Pep481,ErbB2-pY1222,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
18.87,109.86,8.46,77.59,0.79,52.76,3.45,27.75,4.19,17.07,-1.91,7.85,2.54,-0.62,-3.19,-0.69,-1.65,-1.73,-1.18,-4.85,2.11,1.62,0,0,Pep481,ErbB2-pY1222,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
8.8,-5.02,-8.12,-0.08,-8.18,-11.46,-2.29,-7.79,-3.05,-3.61,-4.05,-5.34,-2.38,-11.39,-5.21,-7.17,-7.02,-8.92,-1.57,-1.33,-0.08,-3.44,0,0,Pep481,ErbB2-pY1222,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
23.65,29.72,3.7,13.79,1.3,0.89,-2.62,3.29,-7.16,-0.34,-19.29,-4.37,-16.56,1.14,-12.92,2.5,-7.56,3.94,-6.42,4.2,-12.32,-3.51,0,0,Pep481,ErbB2-pY1222,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
13.05,4.7,3.9,5.16,0.49,-1.55,-5.48,6.04,-0.16,5.03,0.4,-1.56,0.32,-0.06,-3.25,4.04,0.48,1.82,1.19,6.34,3.24,10.91,0,0,Pep481,ErbB2-pY1222,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
25.83,77.46,15.09,53.68,6.81,37.98,7.88,26.84,4.7,14.78,8.19,12.71,6.3,9.67,-0.65,12.41,4.81,8.59,5.35,10.61,6.01,11.3,0,0,Pep481,ErbB2-pY1222,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
123.66,74.3,84.03,43.66,65.96,28.31,46.74,11.85,28.73,7.39,18.11,0.96,10.51,5.04,-5.7,-6.57,8.08,-8.85,-0.21,-2.1,5.92,-3.65,0,0,Pep481,ErbB2-pY1222,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
51.62,32.2,35.4,25.93,38.28,29.25,29.72,32.15,32.65,24.98,27.76,28.67,31.35,26.35,23.68,28.72,32.73,22.57,31.36,30.07,28.6,25.12,0,0,Pep481,ErbB2-pY1222,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
31.92,22.62,16.34,13.87,9.76,15.44,7.75,19.96,10.61,11.97,9.99,17.12,9.35,17.71,15.12,19.51,6.89,13.65,5.21,15.64,14.31,17.94,0,0,Pep481,ErbB2-pY1222,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
5.88,31.46,3,9.56,-11.94,-1.27,1.43,-2,-2.93,-0.79,-0.12,-6.4,-3.1,-6.6,-4.13,-4.29,-2.22,0.44,-3.3,-11.07,-0.5,3.31,0,0,Pep481,ErbB2-pY1222,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
-0.62,21.41,-4.34,5.09,-9.62,-2.73,-6.25,2.41,-4.63,-6.34,-9.49,-13.36,-3.14,-7.03,-5.5,-6.93,-4.71,-5.83,-3.51,-11.03,-6.36,-8.77,0,0,Pep481,ErbB2-pY1222,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
57.96,18.99,38.1,6.03,22.48,0.85,9.37,0.08,7,0.24,-1.23,-7,2.06,-1.17,1.37,-9.04,-2.62,-5.73,-1.77,-5.97,7.18,-3.81,0,0,Pep481,ErbB2-pY1222,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
4.65,103.98,-0.24,78.58,-2.87,72.62,-4.53,53.16,-3.12,40.82,4.65,17.79,1.08,6.17,2.75,4.31,1.6,11.44,8.12,4.71,4.39,6.86,0,0,Pep481,ErbB2-pY1222,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.68,-1.01,9.1,9.05,-5.36,-24.37,1.24,-30.17,-20.69,-43.94,-17.92,-57.25,-21.95,-36.82,-12.52,-46.28,-7.82,-51.63,-15.43,-50.52,1.12,-37.97,0,0,Pep501,ErbB2-pY1139,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
6.87,-12.59,-4.66,2.79,9.29,-5.44,-10.08,-15.31,-11.84,-27.36,-38.54,-4.59,2.19,-11.16,-2.84,-21.01,-0.07,-45.67,-8.26,-23.41,9.83,-23.97,0,0,Pep501,ErbB2-pY1139,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
41.21,-2.18,12.29,7.32,-18.43,-20.01,17.73,-30.89,-13.1,-10.62,-16.28,-15.16,-23.05,-11.68,6.15,-9.86,-6.19,-2.49,-21.43,-23.87,-16.22,1.79,0,0,Pep501,ErbB2-pY1139,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
29.81,42.49,-0.51,37.22,4,20.27,0.78,29.98,-4.13,6.05,4.46,21.86,-14.68,-5.85,2.44,5.92,-1.53,8.37,0.69,-17.82,20.89,-4.29,0,0,Pep501,ErbB2-pY1139,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
