35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531
15.39,60.4,13.78,28.78,-4.85,21.84,-4.37,1.57,-1.65,0.73,-19.35,-15.08,-1.08,-11.87,4.25,-18.06,2.14,-4,-12.41,-23.22,-9.67,-12.16,0,0,Pep501,ErbB2-pY1139,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
34.16,11.82,21.98,-7.43,-10.42,-0.86,5.48,21.51,-8.5,13.83,-23.29,0.51,-20.66,-3.1,-38.09,10.11,-18.72,-23.17,0.87,-3.61,-3.55,-1.85,0,0,Pep501,ErbB2-pY1139,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
69.23,58.41,30.39,38.85,37.9,-8.43,29.86,-19.42,3.34,-18.97,-9.04,-19.5,20.87,-15.06,-1.04,-31.06,8.18,-19.51,2.38,-31.82,22.97,-36.58,0,0,Pep501,ErbB2-pY1139,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
4.73,-0.86,4.8,5.64,-5.27,2.84,-5.87,19.47,1.52,8.42,8.77,-0.68,-1.87,1.8,9.57,10.29,14.08,10.04,-3.18,-4.92,12.06,-0.57,0,0,Pep501,ErbB2-pY1139,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
32.13,71.12,21.76,75.12,2.09,41.4,13.9,25.15,2.82,39.11,10.72,7.22,16.05,29.88,-4.69,2.39,-2.18,5.85,4.22,-24.19,-3.05,19.12,0,0,Pep501,ErbB2-pY1139,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
37.86,60.46,13.36,40.52,13.41,24.73,27.32,36.37,27.25,15.88,17.44,10.27,15.61,9.17,6.43,-3.17,8.47,5.23,-9.19,-6.28,19.47,20.77,0,0,Pep501,ErbB2-pY1139,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
53.6,12.43,52.1,1.08,52.2,22.49,43.74,8.57,18.78,9.67,41.9,10.77,23.7,23.03,44.76,6.32,52.22,19.58,19.38,9.89,35.14,14.77,0,0,Pep501,ErbB2-pY1139,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
82.23,26.08,53.68,26.45,36.21,11.76,37.52,3.91,37.67,7.06,47.2,4.87,49.6,6.75,54.74,9.06,32.31,29.88,44.93,10.9,30.37,13.7,0,0,Pep501,ErbB2-pY1139,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
8.83,168.1,7.68,113.98,3.35,95.14,10.99,48.24,9.73,22.83,-3.02,2.41,27.68,-5.48,2.19,-11.11,27.05,14.27,7.5,16.54,12.46,-12.89,0,0,Pep501,ErbB2-pY1139,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
10.85,13.7,-14.05,10.03,-6.05,13.36,-20.5,-0.41,6.01,-2.21,7.74,-10.97,-19.15,11.41,-5.1,-26.03,-15.07,3.45,-12.08,6.35,13.81,-3.99,0,0,Pep501,ErbB2-pY1139,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
76.52,-17.03,59.7,-32.82,35.85,-23.89,17.85,-28.04,20.55,-36.96,18.29,-26.98,15.18,-36.51,1.01,-40.71,12.21,-28.5,3.26,-12.95,2.74,-31.46,0,0,Pep501,ErbB2-pY1139,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-8.19,54.73,-12.07,34.21,4.68,33.74,-16.48,-20.15,1.08,11.57,-13.51,9.57,9.27,-18.72,-11.5,-9.48,-12.02,0.52,-6.18,-8.92,14.16,-11.66,0,0,Pep501,ErbB2-pY1139,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.15,65.55,8.56,44.56,-1.87,31.43,-4.57,19.89,0.61,7.89,-3.68,-2.71,-1.13,-5.36,-0.09,-2.08,0.92,-5.71,-0.01,-0.77,2.7,-5.66,0,0,Pep501,ErbB2-pY1139,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
7.59,-3.42,1.1,-5.83,8.42,-7.6,-0.94,-7.32,-1.52,-7.13,-20.4,-2.37,2.09,-6.95,-1.85,-0.58,5,-26.68,5.91,1.09,5.41,-4.93,0,0,Pep501,ErbB2-pY1139,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
58.95,1.87,36.72,-6.5,19.29,-11.05,17.59,-16.37,3.93,-5.49,-0.1,-4.18,-1.01,-10.46,-3.24,-12.25,-2.39,-6.77,-8.31,-8.77,-1.94,-4.33,0,0,Pep501,ErbB2-pY1139,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
18.56,34.48,11.76,21.48,0.94,9.37,8.28,1.18,5.29,-3.17,5.37,4.4,0.73,-9.55,5.85,-7.38,-0.24,-10.62,-4.14,-16.9,2.04,-0.46,0,0,Pep501,ErbB2-pY1139,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
15.51,68.74,4.5,38.3,-8.35,21.22,0,10.94,-4.51,1.49,-4.18,-3.49,-3.41,-4.87,-3.9,-4.09,-0.42,1.4,-9.09,-4.43,-5.1,3.57,0,0,Pep501,ErbB2-pY1139,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
33.15,-3.34,16.87,3.45,4.24,-1.51,3.74,-0.63,-3.45,0.35,-0.35,-3.58,-4.54,0.37,-32.72,3.69,1.36,-19.7,-5.88,2.24,3.71,3.27,0,0,Pep501,ErbB2-pY1139,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
37.36,67.33,17.88,43.25,11.61,24.25,-2.98,13.08,-1.74,12.95,-10.05,0.16,-5.8,5.25,-11.4,3.04,-3.67,1.88,-6.75,5.84,-9.59,3.35,0,0,Pep501,ErbB2-pY1139,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
8.22,-4.76,-3.45,-7.88,-1.24,-3.53,4.88,-3.67,2.13,-3.49,6.02,-3.21,-0.33,-7.74,2.1,-1.05,3.84,-3.61,2.03,-1.59,2.32,-1.78,0,0,Pep501,ErbB2-pY1139,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
10.08,70.93,-0.17,54.87,1.96,34.65,-1.21,24.09,8,14.77,5.39,6.8,1.97,8.97,0.72,5.45,1.61,3.71,-0.11,-23.9,-2.86,6.11,0,0,Pep501,ErbB2-pY1139,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
14.82,55.51,1.06,37.76,12.01,29.14,1.01,16.88,6.07,8.29,5.04,4.67,-0.25,-6.82,5.38,-3.44,5.66,-1.09,-26.3,5.58,3.67,3.44,0,0,Pep501,ErbB2-pY1139,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
41.86,19.71,30.38,22.56,35.27,16.18,28.38,17.74,32.24,24.86,28.34,21.12,29.6,25.03,31.64,21.99,33.35,19.74,32.23,24.71,28.29,24.78,0,0,Pep501,ErbB2-pY1139,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
51.91,-6.33,35.33,0.44,32.89,0.13,26.34,-3.15,27.3,-2.27,27.47,-5.73,29.33,-0.25,31.07,-0.46,26.47,-5.89,29.07,1.91,30.97,5.34,0,0,Pep501,ErbB2-pY1139,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
-1.99,134.8,-2.77,101.03,-5.84,70.67,-3.07,34.33,1.96,18.4,0.21,-4.37,0.12,-4.75,-9.64,-6.95,1.64,-18.69,-4.27,-16.4,-2.31,-17.67,0,0,Pep501,ErbB2-pY1139,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
-3.24,-14.07,-7.26,-10.33,-10.02,-11.94,-5.99,-6.99,-6.42,-7.68,-9.14,-13.36,-5.58,-8.61,-6.9,-23.94,-7.48,-10.27,-7.36,-9.51,-10.57,-11.63,0,0,Pep501,ErbB2-pY1139,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
74.62,2.64,52.94,-8.94,34.6,-8.81,16.34,-9.86,8.47,-11.57,-0.38,-11.76,0.63,-14.14,2.11,-12.37,1.79,-9.11,-2.81,-11.54,-1.34,-8.51,0,0,Pep501,ErbB2-pY1139,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-12.42,67.89,-6.21,53.56,-7.66,41.55,-12.25,24.77,-7.62,16.76,-11.55,5.17,-7.97,-1.47,-8.65,-0.69,-11.46,-1.64,-9.58,-6.53,-10.59,-3.81,0,0,Pep501,ErbB2-pY1139,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.07,14.23,0.43,-7.79,-7.4,-19.12,-11.11,-36.76,-2,-25.41,-6.66,-33.28,-14.09,-34.98,-8.78,-32.84,-7.68,-34.78,-5.67,-30.88,-3.4,-29.4,0,0,Pep509,ErbB1-pY727,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
19.61,14.31,-6.88,-4.02,-9.2,-20.54,-6.58,-26.78,-9.85,-22.92,-5.42,-36.57,-8.55,-33.58,-3.88,-30.23,-11.25,-31.1,-8.21,-34.19,-6.64,-28.38,0,0,Pep509,ErbB1-pY727,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
26.53,87.39,9.43,-37.21,4.81,83.05,3.26,78.71,-4.88,62,-0.07,53.01,-2.05,38.81,-0.29,17.78,-0.18,-7.32,-3.84,-26.6,-2.54,-22.23,0,0,Pep509,ErbB1-pY727,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
7.72,62.25,-1.09,35.8,-2.44,14.24,-4.02,0.45,1.37,-8.24,-7.35,-12.34,-3.59,-17.39,-0.77,-21.87,-4.44,-21.3,-9.3,-19.34,-2.19,-18.65,0,0,Pep509,ErbB1-pY727,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
32.79,34.53,5.1,8.72,-5.15,-0.69,1.31,-14.12,-6.28,-13.64,-13.28,-25.03,-4.83,-18.23,-5,-23.1,-3.93,-20.33,-6.68,-24.47,-0.96,-11.34,0,0,Pep509,ErbB1-pY727,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
2.48,17.19,-7.93,-2,-13.02,-8.54,-10.54,-16.59,-3.34,-16.49,-4.32,-20.46,-1.91,-15.47,-1.97,-13.28,-0.79,-14.68,-1.76,-21.63,-9.09,-14.8,0,0,Pep509,ErbB1-pY727,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
5.84,0.3,-3.79,-11.77,-6.29,-14.38,-6.42,-17.36,3.94,-14.6,-9.23,-18.1,0.9,-19.06,-4.34,-17.47,-4.56,-17.45,-2.8,-15.86,4.42,-8.8,0,0,Pep509,ErbB1-pY727,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
73.08,-20.94,53.01,-20.85,33.34,-19.93,18.56,-28.47,7.16,-21.68,-1.56,-30.9,-12.46,-33.23,-0.87,-24.11,-2.31,-30.2,-4.3,-27.22,-7.76,-21.78,0,0,Pep509,ErbB1-pY727,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
12.12,3.16,-3.43,-23.77,-2.4,-7.24,-4.61,-14.72,1.42,-4.94,0.38,-5.18,-0.16,-5.36,-6.65,-7.29,4.34,-5.09,-4.62,-6.93,-1.76,-7.61,0,0,Pep509,ErbB1-pY727,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
44.02,5.11,28.65,-5.68,7.78,-11.93,-2.78,-18.6,-8.09,-18.86,-7.24,-19.09,-5.58,-23.32,-9.8,-17.69,-9.89,-14.08,-11.14,-20.47,-8.06,-15.41,0,0,Pep509,ErbB1-pY727,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
36.27,-21.06,18.39,-13.65,25.06,-23.72,25.66,-22.22,27.55,-22.56,27.29,-21.59,28.72,-20.01,24.58,-21.06,30.87,-18.48,24,-17.64,31.21,-19.96,0,0,Pep509,ErbB1-pY727,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
12.73,-5.88,-1.97,-14.01,-6.84,-12.48,-1.66,-14.13,-4.08,-14.37,-6.37,-13.95,-8.62,-10.67,-4.7,-11.93,-7.5,-17.04,-8.69,-7.82,-4.91,-17.26,0,0,Pep509,ErbB1-pY727,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
27.08,43.13,3.1,20.53,-4.97,3.15,-6.76,-7.66,-7.55,-8.74,-9.24,-15.01,-4.15,-12.09,-5.01,-16.23,-0.59,-11.29,-5.41,-16.9,-1.97,-16.68,0,0,Pep509,ErbB1-pY727,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
2.14,11.11,-11.01,-5.35,-13.55,-12.68,-14.2,-13.76,-12.3,-14.5,-8.86,-14.53,-13.18,-10.76,-10.72,-15.61,-11.66,-13.27,-11.5,-19.75,-11.17,-21.51,0,0,Pep509,ErbB1-pY727,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
10.42,0.03,-1.23,-18.02,-9.79,-14.66,-11.46,-22.79,-8.89,-25.95,-6.14,-26.89,-9.34,-24.21,-6.87,-29.14,-3.99,-28.73,-5.76,-19.09,-15.97,-23.65,0,0,Pep509,ErbB1-pY727,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
0.35,14.97,-10.14,-4.45,-12.65,-16.89,-10.74,-22.7,-9.88,-31.35,-11.62,-34.02,-11.94,-32.28,-9.05,-33.19,-13.77,-31.05,-14.41,-34.46,-10.16,-30.89,0,0,Pep509,ErbB1-pY727,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.39,22.34,5.25,5.36,-5.84,-2.38,0.06,-13.66,-0.84,-5.06,-5.65,-14.37,-7.49,-11.23,-6.97,-11.02,-1.8,-17.82,-2.13,-10.73,6.11,-11.64,0,0,Pep509,ErbB1-pY727,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
