274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,
291.71,210.85,273.57,195.3,253.99,183.2,221.07,183.5,204.05,182.27,187.23,173.35,182.43,177.2,176.03,169.88,175,180,174.98,171,178.68,173.46,173.27,171.41,Pep468,ErbB1-pY1016,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,
181.66,172.07,179.13,182.57,171.45,177.81,176.29,175.47,171.8,174.2,176.06,175.09,174.12,172.48,178.74,168.59,178.63,175.78,179.28,176.57,182.77,170.47,178.3,168.23,Pep468,ErbB1-pY1016,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,
347.33,193.67,321.41,179.66,297.52,146.06,260.9,177.99,245.35,170.11,212.82,172.78,193.46,173.99,180.02,184.26,185.24,175.3,178.63,177.67,176.52,172.22,182.04,175.24,Pep468,ErbB1-pY1016,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,
191.39,179.96,183.71,170.83,178.2,169.38,173.9,185.33,177.82,173.97,177.83,174.13,172.79,173.05,172.1,169.3,179.06,169.85,176.76,173.88,176.61,173.01,178.96,172.95,Pep468,ErbB1-pY1016,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,
196.81,167.05,185.08,174.94,182.7,177.89,179.2,174.86,172.37,176.63,177.82,175.1,176.12,177.35,181.89,178.89,171.13,173.14,176.16,176,176.88,177.61,179.24,173.09,Pep468,ErbB1-pY1016,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,
182.1,166.66,180.09,167.36,174.67,171.2,176.16,171.09,177.88,174.22,177.05,171.89,176.53,172.28,170.63,171.53,178.83,173.8,176.16,168.24,179.88,174.04,176.8,176.87,Pep468,ErbB1-pY1016,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,
195.29,226.93,178.34,200.15,175.09,193.99,182.73,188.57,174.31,183.99,173.4,172.22,171.09,167.82,172.99,174.92,174.57,172.43,174.93,176.55,178.59,179.8,174.16,171.09,Pep468,ErbB1-pY1016,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,
223.77,178.09,203.96,172.97,182.76,176.38,182.84,176.28,179.1,176.5,181.41,176.1,173.4,156.32,179.47,168.49,177.8,178.25,179.23,180.27,183.46,178.08,179.11,171.82,Pep468,ErbB1-pY1016,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,
332.37,199.25,310.51,192.18,277.84,181.29,243.71,191.37,219.22,191.4,205.61,185.17,192.49,187.71,192.11,189.22,190.98,190.09,190.31,185.07,183.54,183.37,186.46,182.93,Pep468,ErbB1-pY1016,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,
158.02,169.54,170.61,172.58,171.25,171.47,174.19,178.82,177.18,179.47,169.75,168.64,171.52,174.58,175.08,169.2,172.51,168.95,173.68,172.33,170.37,172.78,172.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.85,193.95,177.37,184.45,179.27,181.16,178.54,182.74,172.19,181,181.2,182.05,173.14,176.26,174.91,160.21,176.37,185.48,174.76,173.41,179.69,168.03,183.83,222.17,Pep469,ErbB1-pY1069,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
187.66,200.6,185.16,186.33,181.46,183.43,182.2,180.65,172.04,175.85,172.9,177.21,172.62,175.28,174.48,179.56,180.5,175.21,183.52,169.2,172.69,179.74,174.48,192,Pep469,ErbB1-pY1069,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
181.97,176.65,174.43,170.85,178.4,179.38,174.5,175.06,172.89,172.3,182.6,175.71,174.96,177.32,179.47,175.56,182.26,174.3,174.5,177.57,180.79,177.41,178.17,179,Pep469,ErbB1-pY1069,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
186.95,181.44,174.11,147.64,175.62,175.99,178.3,179.96,182.69,174.26,179.52,179.16,177.2,171.95,181.1,177.94,180.11,177.46,176.22,178.41,175.34,183.81,174.17,176.08,Pep469,ErbB1-pY1069,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
184.2,173.48,176.63,180.15,173.2,176.28,181.56,174.83,177.76,177.79,176.28,176.47,170.02,169.94,180.26,163.63,190.21,177.62,175.74,179.53,181.22,180.23,168.16,174.12,Pep469,ErbB1-pY1069,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
180.56,162.76,179.94,188.48,181.13,177.7,176.44,162.26,181.5,178.76,172.92,181.81,177.69,176.43,179.34,178.43,182.42,169.58,177.17,171.85,175.95,179.64,181.25,173.76,Pep469,ErbB1-pY1069,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
202.79,181.23,188.59,178.19,180.11,177.16,181.94,172.75,177.48,176.46,175.82,178.73,180.64,165.92,174.35,171.1,178.19,183.16,175.1,158.21,181.71,176.41,180.49,180.64,Pep469,ErbB1-pY1069,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,
211.55,177.72,194.43,179.62,186.16,175.24,182.74,172.39,175.98,176,176.36,170.56,172.91,181.98,181.8,171.1,173.5,177.68,177.23,175.14,178.38,180.27,167.49,179.31,Pep469,ErbB1-pY1069,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,
191.32,217.92,183.06,199.47,177.86,186.94,177.13,177.17,167.85,173.03,174.43,179.9,175.05,174.28,170.55,168.74,177.72,175.43,174.67,171.23,170.16,175.47,177.65,168.91,Pep469,ErbB1-pY1069,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,
198.15,172.81,186.92,173.6,167.09,179.56,181.39,172.91,174.94,170.37,176.34,171.98,181.47,162.57,175.88,183.07,179.93,177.1,179.67,182.38,170.32,175.86,180.02,176.16,Pep469,ErbB1-pY1069,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,
197.15,171.35,188.27,169.38,179.33,173.48,180.89,173.32,179.15,173,176.65,173.41,173.14,172.28,177.48,173.62,176.8,169.17,173.12,179.21,176.01,177,173.05,172.66,Pep469,ErbB1-pY1069,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,
191.96,170.99,180.66,177.44,177.88,170.42,175.88,181.18,180.8,171.78,170.56,175.78,178.4,177.86,175.71,173.66,177.19,177.9,174.48,174.96,175.85,184.14,174.33,170.21,Pep469,ErbB1-pY1069,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,
188.23,173.18,183.07,174.12,172.85,176.24,174.55,167.51,175.84,166.76,174.68,173.32,175.86,174.4,176.9,174.14,178.16,170.98,173.58,172.52,180.78,168.42,177.56,174.62,Pep469,ErbB1-pY1069,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,
182.85,251.88,180.82,211.8,179.28,193.07,172.8,185.26,179.06,172.89,172.76,181.28,178.68,174.31,175.45,176.93,176.3,174.38,171.52,178.65,176.99,175.97,179.32,175.88,Pep469,ErbB1-pY1069,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,
193.91,178.45,188.47,179.54,176.19,164.24,182.86,172.1,182.69,173.14,181.76,170.3,179.08,175.86,174.05,170.82,186.62,179.59,175.89,178.23,185.72,173.44,182.3,178.38,Pep469,ErbB1-pY1069,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,
198.57,188.75,203.22,187.47,182.64,179.12,183.5,176.97,179.99,175.5,180.87,177.92,182.67,173.02,174.02,172.69,185.45,181.36,189.28,183.79,188.6,188.15,191.22,190.78,Pep469,ErbB1-pY1069,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,
162.84,205.12,168.6,196.96,170.04,180.71,182.14,176.5,176.45,169.95,167.96,175.11,158.15,172.52,171.25,169.17,176.92,173.16,169.1,168.84,183.16,167.53,162.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.77,178.03,168.68,172.38,174.77,166.13,170.78,163.04,174.71,173.74,176.62,166.55,166.89,164.9,168.66,166.79,170.69,165.97,171.16,170.54,175.62,170.54,179.55,179.43,Pep471,ErbB1-pY1110,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
173.05,176.42,170.86,171.54,168.92,171.06,165.33,173.08,164.52,168.54,169.6,170.18,168.51,162.66,169.27,170.9,167.87,173.02,172.92,162.55,172.12,179.56,171.78,171.27,Pep471,ErbB1-pY1110,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
174.24,170.62,169.22,173.04,165.78,150.93,172.63,168.46,170.1,167.62,171.19,167.75,171.19,167.64,162.39,163.98,175.88,164.99,171.26,168.96,174.49,169.72,171.08,168.44,Pep471,ErbB1-pY1110,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
176.9,171.89,170.83,169.72,143.52,148.2,171.25,162.42,179.01,169.3,163.42,172.4,168.58,163.27,168.65,175.8,164.7,164.03,171.11,169.55,170.44,162.39,162.68,178.77,Pep471,ErbB1-pY1110,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
167.56,171.36,162.01,160.64,168.08,161.23,169.71,166.84,172.09,174.01,169.67,166.42,164.33,165.29,165.25,167.87,170.28,162.06,169.35,170.02,173.43,172.02,172.29,169.29,Pep471,ErbB1-pY1110,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
174.88,163.46,165.2,157.45,165.7,165.52,166.92,170.95,172.75,165.39,168.15,168.97,173.52,169.71,164.07,178.02,167.3,171.12,173.65,177.27,168.01,172.69,170.17,172.15,Pep471,ErbB1-pY1110,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
195.58,162.27,184.29,163.46,176.44,168.44,184.02,165.36,168.51,168.9,173.24,164.67,167.53,173.7,170.13,166.8,169.24,166.5,168.15,168.68,179.1,169.37,171.82,169.38,Pep471,ErbB1-pY1110,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,
182.96,189.84,172.07,182.61,163.31,176.41,169.32,172.2,165.29,173.55,168.92,163.83,165.01,170.09,161.55,170.56,163.99,167.6,171.27,172.42,166.41,167.65,171.01,162.26,Pep471,ErbB1-pY1110,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,
170.61,175.24,166.67,163.97,157.13,161.24,162.03,167.71,168.79,162.1,170.01,162.07,170.06,164.67,170.56,172.87,166.43,166.19,169.52,166.81,170.5,161.91,169.91,164.74,Pep471,ErbB1-pY1110,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,
250.55,174.63,215.41,162.21,192.25,164.61,184.5,164.64,178.61,164.94,167.51,167.9,168.99,164.48,174.19,164.94,172.4,167.24,169.69,164.38,169.94,170.45,166.13,160.98,Pep471,ErbB1-pY1110,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,
185.04,169.9,169.2,155.57,166.41,156.19,168.43,165.08,171.08,167.34,169.59,173.12,166.11,167.45,163.41,163.25,173.86,159.2,173.73,165.58,168.37,172.91,166.81,164.2,Pep471,ErbB1-pY1110,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,
172.94,159.28,161.14,164.11,160.51,161.42,172.53,165.69,168.55,165.06,174.28,165.99,169.43,166.95,166.48,168.73,170.53,161.71,171.21,163.44,169.52,166.28,169.85,160.19,Pep471,ErbB1-pY1110,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,
171.14,164.01,151.08,157.58,169.48,160.56,167.8,163.33,164.73,162.67,168.42,164.08,160.81,167.63,166.23,168.31,170.13,171.26,170.25,166.88,175.02,168.77,166.31,171.18,Pep471,ErbB1-pY1110,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,
185.91,178,148.12,166.29,172.63,172.43,166.6,173.15,163.38,168.94,161.79,164.35,167.38,158.05,166.06,162.94,170.02,169.15,171.31,164.55,180.19,163.22,168.98,167.16,Pep471,ErbB1-pY1110,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,
202.41,171.77,188.49,163.54,177.61,161.1,172.96,174.45,170.43,171.34,167.32,160.12,163.63,168.62,170.36,169.06,168.06,169.32,169.96,165.09,169.99,168.36,168.55,166,Pep471,ErbB1-pY1110,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,
218.92,179.8,206.8,171.66,191.77,173.33,185.51,175.54,182.45,176.48,177.8,176.37,181.97,177.6,177.95,165.82,186.66,180.2,183.96,177.51,178.11,176.77,184.28,164.64,Pep471,ErbB1-pY1110,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,
164.61,166.18,166.51,165,165.66,159.94,166.94,170.85,171.03,162.79,163.84,166.57,166.46,169.13,171.23,161,170.01,164.15,169.56,167.23,168.57,165.44,168.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.4,193.26,172.98,179.6,175.83,171.79,164.46,161.15,175.63,175.04,173.63,172.22,172.85,171.49,159.77,165.19,172.66,174.04,176.05,173.67,171.37,173.17,178.27,173.66,Pep473,ErbB1-pY1138,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
178.54,232.84,175.72,190.43,171.28,191.35,169.63,174.3,170.78,178.76,169.79,180.03,172.46,172.44,168.25,168.29,171.17,174.57,168.92,171.31,172.95,166.49,169.15,165.99,Pep473,ErbB1-pY1138,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
204.36,173.44,190.78,166.35,146.31,161.45,171.29,168.93,174.73,167.74,177.53,168.47,173.65,169.75,174.06,172.61,172.97,171.03,172.01,168.38,171.48,177.58,175.94,166.27,Pep473,ErbB1-pY1138,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
217.64,195.2,194.48,174.52,148.27,149.59,177.51,177.33,176.09,165.77,171.87,179.86,173.88,165.81,165.45,172.56,167.64,168.65,166.78,163.69,170.07,168.75,178.59,171.49,Pep473,ErbB1-pY1138,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
190.31,180.17,179.31,163.81,177.71,168.31,174.91,174.8,175.53,170.22,173.08,169.58,168.8,166.23,166.34,172.56,169.29,171.27,169.09,170.89,178.46,170.42,173.98,174.09,Pep473,ErbB1-pY1138,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
176.23,174.75,169.75,166.2,175.13,163.16,176.94,167.94,171.8,173.62,171.58,163.95,170.14,166.16,168.44,164.67,166.75,163.52,172.75,178.48,171.73,169.54,171.8,160.29,Pep473,ErbB1-pY1138,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
