306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,
186.91,201.74,178.34,193.78,180.56,186.25,183.79,192.87,175.74,193.28,183.19,186.02,181.75,176.16,185.06,190.23,196.26,186.83,190.6,196.82,185.5,192.76,188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.87,221.22,264.34,213.09,239.46,217.29,224.53,214.22,225.93,221.57,222.82,213.43,211.69,201.19,211.9,216.05,219.03,213.43,208.16,217.81,217.27,210.16,223.58,228.59,Pep619,ErbB1-pY813,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,PIK3R1-N,TXN,,
221.01,273.15,215.95,287.93,207.79,277.63,211.65,272.79,215.22,248.27,207.93,233.85,201.09,215.58,201.65,207.58,202.5,209.65,213.73,220.76,211.54,199.68,211.16,203.95,Pep619,ErbB1-pY813,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,TEC,TNS3,,
234.17,224.25,204.56,217.36,209.29,213.67,200.7,213.92,202.22,206.08,210.84,207.77,211.41,206.6,207.31,205.39,194.32,200.46,213.6,203.41,196.41,188.78,197.41,203.79,Pep619,ErbB1-pY813,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,PIK3R1-C,SRC,,
210.91,214.55,194.57,203.34,205.61,211.04,205.85,202.02,210.36,198.67,199.1,199.9,205.34,202.85,204.51,196.5,209.33,211.48,199.28,201.09,201.52,214.51,205.09,205.19,Pep619,ErbB1-pY813,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,SOCS1,SOCS3,,
224.27,222.43,207.76,212.28,213.81,203.81,197.66,218.11,209.25,214.61,206.28,200.42,205.43,213.63,198.54,185.29,196.21,199.3,198.85,195.05,205.32,197.82,206.4,199.97,Pep619,ErbB1-pY813,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,ZAP70-C,GRB2,,
292.5,262.25,283.29,235.92,273.48,236.31,248.92,228.25,252.36,200.87,232.55,206.18,215.76,194.92,210.22,195.56,197.74,200.38,200.14,199.69,195.77,197.3,206.46,197.42,Pep619,ErbB1-pY813,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,PLCG1-NC,PLCG1-N,,
218.37,219.42,208.45,205.81,196.14,209.54,202.77,217.44,193.35,211.09,201.39,208.13,202.18,200.28,203.18,204.46,200.93,196.6,205.67,199.84,195.75,210.54,202.29,196.58,Pep619,ErbB1-pY813,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,FGR,GRAP2,,
269.82,267.32,225.86,259.3,223.12,235.38,220.8,239.83,218.3,228.08,216.68,211.82,205.26,210.94,203.28,200.19,190.39,201.4,197.01,204.93,197.97,196.87,194.23,196.29,Pep619,ErbB1-pY813,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,TNS1,PLCG1-C,,
312.24,330.8,274.05,308.21,259.91,283.46,236.28,268.45,229.33,240.6,222.95,232.11,208.95,217.1,200.14,197.45,200.14,209.5,190.05,206.12,192,200.49,207.63,206.14,Pep619,ErbB1-pY813,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,PIK3R1-NC,PTPN11-NC,,
237.52,231.45,226.24,213.81,215.86,214.05,210.84,199.64,201.88,200.53,197.68,202.27,202.23,199.43,189.14,206.63,205.39,199.07,184.17,188.9,205.53,204.83,189.52,203.03,Pep619,ErbB1-pY813,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,,
255.88,243.15,216.65,243,211.82,235.26,210.51,234.36,200.89,212.46,196.75,203.08,197.03,199.11,199.86,198.63,190.33,200.12,198.67,194.19,198.54,195.98,202.23,201.11,Pep619,ErbB1-pY813,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,BLK,VAV1,,
228.73,222.71,206.72,205.4,190.63,210.44,208.41,211.88,197.51,193.37,203.24,197.52,201.49,196.92,196.81,201.99,185.66,203.32,198.84,201.41,189.56,204.88,200.67,198.7,Pep619,ErbB1-pY813,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,SOCS2,NCK1,,
236.31,240.85,208.39,223.2,203.23,211.81,203.16,207.47,191.04,203.95,195.29,197.99,189.41,194.03,206.25,199.29,198.49,200.74,200.28,193.69,194.04,194.22,200.35,195.32,Pep619,ErbB1-pY813,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,CRK,VAV3,,
316.58,242.95,314.11,221.56,282.47,226.53,272.24,215.23,245.54,206.74,219.68,213.97,212.91,198.27,196.25,209.68,196,202.41,187.58,197.18,198.99,194.31,197.81,200.88,Pep619,ErbB1-pY813,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,PTPN11-N,LYN,,
228.6,221.32,212.68,211.61,203.2,211.88,201.7,207.11,218.38,195.79,201.84,189.29,196.03,194.1,196.68,196.34,184.97,202.18,196.16,201.44,199,199.11,199.76,198.71,Pep619,ErbB1-pY813,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,VAV2,SOCS5,,
234.64,219.89,222.8,226.62,216.04,221.8,205.07,223.12,211.33,214.26,215.55,208.71,204.79,195.67,194.82,208.78,212.52,200.2,209.49,203.21,207.5,210.37,201.61,202.58,Pep619,ErbB1-pY813,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,SYK-C,NCK2,,
221.22,264.34,213.09,239.46,217.29,224.53,214.22,225.93,221.57,222.82,213.43,211.69,201.19,211.9,216.05,219.03,213.43,208.16,217.81,217.27,210.16,223.58,228.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.2,147.87,143.96,139.94,145.35,134.63,150.77,134.97,147.6,148.33,144.59,144.3,145.39,143.22,141.41,139.41,144.69,151.53,145.69,141.46,151.64,147.3,152.68,161.43,Pep95,ErbB4-pY875-18mer,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,,
147.39,144.46,136.78,142.92,139.82,139.07,137.23,133.16,135.22,135.63,137.43,139.94,145.13,135.19,144.53,140.08,147.14,144.17,139.94,145.01,144.76,150.46,145.83,145.39,Pep95,ErbB4-pY875-18mer,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,,
145.81,141.91,147.63,140.25,132.76,131.4,136.46,136.78,136.14,139.09,139.23,131.9,133.39,132.27,140.33,138.88,144.46,137.14,139.97,138.33,139.69,138.75,145.68,139.73,Pep95,ErbB4-pY875-18mer,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,,
140.24,145.85,144.15,143.34,142.04,135.6,137.84,141.62,136.84,142.36,136.64,146.34,144.68,146.01,152.31,141.34,142.98,147.79,143.63,140.62,144.93,142.31,140.24,137.07,Pep95,ErbB4-pY875-18mer,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,,
142.86,144.1,144.68,127.33,139.23,128.99,141.25,132.19,140.36,141.33,140.97,137.26,137.33,129.85,130.67,140.93,142.75,139.45,135.54,135.66,145.06,139.11,147.13,133.74,Pep95,ErbB4-pY875-18mer,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,,
143.93,135.77,138.69,147.97,134.4,130.82,136.25,141.59,139.35,140.27,130.6,138.53,139.74,136.19,135.52,145.99,143.8,148.61,133.22,144.82,141.65,142.95,140.89,127.87,Pep95,ErbB4-pY875-18mer,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,,
143.39,128.1,140.64,137.45,126.7,136.8,123.02,127.36,140.18,143.33,135.75,132.07,135.34,136.67,129.22,132.22,143.2,129.38,135.51,138.05,143.61,138,143.87,139.14,Pep95,ErbB4-pY875-18mer,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,,
146.43,136.21,150.8,148.82,141.41,148.48,139.47,136.83,140.27,136.62,129.06,122.62,135.82,142.64,137.24,129.48,137.32,137.82,134.57,143.91,141.74,136.46,137.63,133.92,Pep95,ErbB4-pY875-18mer,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,,
133.57,141.64,143.23,141.05,133.26,136.69,137.53,133.09,144.39,139.98,141.79,139.78,135.75,131.27,137.1,137.79,148.17,141.78,135.07,139.71,133.51,129.87,147.37,144.29,Pep95,ErbB4-pY875-18mer,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,,
146.77,143.51,140.02,139.35,135.4,143.74,144.38,137.51,141.26,143.85,138.13,125.33,130.04,140.85,137.9,136.2,133.4,142.91,138.21,138.49,136.87,143.84,139.6,124.98,Pep95,ErbB4-pY875-18mer,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,,
135.35,146.81,136.96,131.37,139.83,137.47,139.29,135.47,138.98,140.37,136.63,123.13,142.78,134.88,134.96,136.87,142.01,132.45,138.66,139.65,139.44,140.73,141.49,139.38,Pep95,ErbB4-pY875-18mer,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,,
145.22,142.43,142.92,130.94,141.01,137.04,139.08,143.18,137.92,144.09,136.19,120.23,140.59,148.58,138.03,140.93,136.21,142.76,134.42,138.85,130.55,143.56,141.33,123.92,Pep95,ErbB4-pY875-18mer,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,,
140.15,137.11,143.07,148.93,142.02,139.29,145.29,138.27,142.59,145.26,137.06,132.07,142.32,131.51,135,129.61,143.44,142.17,141.17,140.26,138.76,148.67,148.05,141.45,Pep95,ErbB4-pY875-18mer,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,,
140.32,141.13,135.07,134.5,145.22,131.46,145.67,138.7,142.78,140.83,142.82,139.29,137.08,138.53,139.8,137.07,141.71,132.08,137.29,140.19,135.55,142.76,136.03,129.84,Pep95,ErbB4-pY875-18mer,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,,
129.15,142.25,139.45,142.08,133.5,127.09,139.83,139.17,140.89,137.39,137.62,143.76,142.34,131.67,136,139.03,142.49,140.33,141.47,131.33,148.3,138.78,146.61,139.85,Pep95,ErbB4-pY875-18mer,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,,
147.51,145.29,149.8,157.73,150.14,133.83,140.22,141.94,161.45,142.25,149.41,155.71,149.61,152.38,148.49,148.55,146.2,143.04,152.3,151.79,137.98,135.68,131.45,122.68,Pep95,ErbB4-pY875-18mer,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,,
135.88,147.66,135.29,147.76,134.3,147.32,134.48,145.04,140.87,139.88,146.42,146.11,145.44,139.42,143.56,136.04,151.76,142.28,144.77,151.06,144.52,140.27,155.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.63,143.92,163.76,145.01,151.4,153.55,154.02,141.97,159,150.53,146.04,150.63,149.97,142.99,150.22,151.95,170.44,153.41,151.27,157.56,155.58,151.08,147.98,158.89,Pep98,ErbB4-pY984-18mer,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,,
175.75,148.65,167.55,147.99,154.15,157.99,161.05,151.34,159.46,150.06,144.49,156.14,147.4,149.89,161.95,141.03,157.56,138.66,154.58,146.6,151.42,143.45,150.91,149.79,Pep98,ErbB4-pY984-18mer,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,,
157.46,142.95,152.56,138.52,137.09,136.14,160.57,153.59,148.24,149.87,129.17,137.13,146.16,144.64,148.67,138.27,152.8,149.8,147.07,143.48,154.79,151.88,151.39,144.01,Pep98,ErbB4-pY984-18mer,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,,
152.26,161.17,150.89,136.99,149.99,151.22,148.53,144.53,152.57,147.61,140.84,158.8,147.31,154.71,152.35,147.19,156.9,155.48,149.08,159.45,143.58,145.9,147.36,146.68,Pep98,ErbB4-pY984-18mer,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,,
152.04,158.52,159.39,156.96,139.91,148.11,147.13,142.44,150.71,153.06,145.87,136.94,145.92,142.28,148.08,144.21,153.14,154.34,148.95,141.25,146.29,147.85,153.05,151.83,Pep98,ErbB4-pY984-18mer,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,,
155.3,146.24,150.8,142.64,145.24,146.91,156.96,139.7,155.23,146.55,148.17,141.13,146.39,155.71,144.41,166.95,142.61,138.6,148,155.94,148.45,150.45,145.65,137.94,Pep98,ErbB4-pY984-18mer,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,,
158.66,145.01,153.86,141.45,148.77,149.18,136.17,146.28,151.79,140.71,129.26,139.15,149.3,137.56,152.94,149.37,143.54,148.39,147.2,133.6,147.1,144.71,157.28,158.55,Pep98,ErbB4-pY984-18mer,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,,
153.67,149.49,143.03,149.53,149.15,143.21,139.88,128.66,147.77,147.74,127.76,127.89,146.6,142.26,141.38,153.84,149.59,147.53,150.51,151.96,156.01,154.12,159.96,146.36,Pep98,ErbB4-pY984-18mer,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,,
155.94,147.41,153.75,140.45,145.16,136.23,138.47,137.57,136.58,153.31,144.04,143.04,139.02,142.1,152.3,154.16,145.98,155.68,146.18,153.01,152.85,147.61,141.81,144.05,Pep98,ErbB4-pY984-18mer,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,,
147.59,146.7,142.38,144.1,146.83,148,155.29,150.76,152.91,161.12,127.12,139.23,146.12,155.92,147.45,154.2,147.87,156.79,142.1,148.89,152.44,146.83,146.89,146.36,Pep98,ErbB4-pY984-18mer,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,,
145.91,149.46,143.12,155.72,149.48,140.6,146.8,138.97,142.03,143.03,142.72,139.14,144.95,144.8,148.52,159.85,147.48,149.48,144.13,136.99,146.9,152.49,157.04,144.47,Pep98,ErbB4-pY984-18mer,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,,
147.01,144.93,144.39,138.26,148.21,143.82,146.24,138.53,151.58,146.67,137.34,137.05,145.63,135.67,155.19,148.87,139.1,150.21,144.54,140.89,153.11,146.5,141.01,134.77,Pep98,ErbB4-pY984-18mer,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,,
154.99,134.88,133.43,147.98,159.39,154.26,139.94,133.77,140.77,138.4,145.84,144.48,146.99,143.42,148.79,153.7,144.38,152.76,145.15,144.11,147.57,149.01,151.85,151.18,Pep98,ErbB4-pY984-18mer,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,,
152.08,145.2,148.2,144.65,164.1,146.86,153.9,153.12,150.41,140.31,148.67,142.78,157.13,140.16,152.93,134.19,148.02,152.82,143.74,152.68,140.78,145.34,149.89,138.25,Pep98,ErbB4-pY984-18mer,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,,
132.31,141.93,143.91,150.38,152.14,140.29,135.71,142.83,143.54,146.1,151.15,135.83,160.79,148.13,144.82,141.14,147.9,148.05,153.41,151.65,152.55,153.49,154.47,146.81,Pep98,ErbB4-pY984-18mer,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,,
155.28,155.13,159.55,162.04,159.78,148.7,139.78,166.33,163.88,155.04,145.67,152.99,149.22,152.48,150.01,153.23,151.42,149.56,153.93,147.74,158.45,152.99,156.53,136.11,Pep98,ErbB4-pY984-18mer,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,,
143.49,157.84,137.72,158.31,155.97,156.56,146.74,162.85,152.91,144.86,152.23,145.01,142.38,150.21,140.42,154.35,147.66,155.46,145.17,159.19,148.13,159.23,164.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.59,164.48,169.21,152.26,173.98,160.57,167.15,162.2,169.51,175.13,164.31,174.91,160.54,157.31,164.56,159.34,170.54,167.11,166.74,168.48,175.42,164.17,167.39,175.36,Pep122,ErbB4-pY1150-18mer,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,,
168.21,211.68,164.86,175.37,158.15,175.13,158.79,162.29,159.48,164.31,154.48,160.4,152.29,164.02,168.87,163.59,173.08,160.26,167.71,162.42,162.65,163.34,167.66,164.02,Pep122,ErbB4-pY1150-18mer,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,,
165.68,165.61,166.52,163.84,164.31,166.35,171,155.58,159.36,163.87,163.17,156.49,162.1,153.69,155.51,161.78,174,157.14,168.24,161.4,165.45,166.89,168.02,164.52,Pep122,ErbB4-pY1150-18mer,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,,
167.32,171.3,167.56,164.88,165.14,163.58,166.68,167.76,159.9,159.34,161.79,163.78,151.06,167,159.46,159.76,159.92,167.41,151.65,168.94,173.24,161.49,164.91,171.94,Pep122,ErbB4-pY1150-18mer,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,,
248.76,205.07,232.38,190.43,219.1,178.48,200.71,170.07,186.13,163.13,182.06,162.02,170.27,158.9,166.1,164.79,168.22,162.95,158.39,168.14,167.88,164.25,166.44,157.67,Pep122,ErbB4-pY1150-18mer,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,,
169.88,212.61,163.84,191.36,166.2,185.94,159.84,184.98,169.75,172.07,143.12,151.27,165.12,167.28,173.61,169.26,163.07,164.91,160.37,165.51,164.36,172.51,160.15,166.24,Pep122,ErbB4-pY1150-18mer,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,,
